"PC1","PC2","PC3"
1.55009308989782,0.432910294946753,1.40070578597623
0.884763464562524,-0.387264670867503,0.198929610865246
0.886595204162287,-0.00937887875830047,0.132397875490854
1.28833865829542,-0.0221113542168917,0.472295537351375
1.36967687483752,-0.223186931735094,0.146635381834032
-0.198067551832264,1.25966574953839,0.361864038855073
-0.170529461406396,0.162696160273219,0.64659811898048
-1.98927501231031,0.0309881709637971,-0.195806196251695
0.0298302118012011,-1.20734365051136,0.532095184590706
0.866637992360185,-0.562514431271685,0.986885167275125
0.636387356971805,0.351350060289242,0.886761862353169
1.20592145188091,-0.512578474448926,0.660811641590051
0.914529832884387,0.816272931233971,0.747423012130664
1.00203990816099,1.02426956760002,0.594429160638382
1.39168490746234,0.706912576850798,0.637196354179513
2.05236202239997,-1.49978119499891,-0.0971771637428745
1.84329480503606,-1.57109450954648,-0.303173216584604
1.55318022086387,-1.63241824361254,-0.145447493922732
1.48882558048375,-0.620213126313344,0.126308064697528
0.584104800006169,-0.432497382750608,0.449253967822424
0.101856355524345,-2.19682297547233,0.583661613345336
-0.498599654420364,-0.73052699492408,0.560606068909735
0.189704924268554,-1.49629290634839,0.545298970657885
-0.178620968780289,0.794992215745204,0.955876316059855
1.02184345019964,-0.424816285777158,1.16950243347727
0.685706538605744,0.219488482286917,0.535974750205918
1.06457260563846,0.297688524620433,0.77707863832575
1.97005681977866,-1.64917501805817,0.366445588919097
2.72521852698045,-3.22240556970028,-0.0449413348725894
1.08969295421028,0.935108543052739,0.491394937437914
1.45024759847517,-1.32023433045014,-0.276634060843512
0.781428391641417,0.199576770643316,0.0233418933217561
0.149543685857416,1.22050907928528,0.209299303614398
0.83120062316429,1.14108782215479,0.492973464258841
1.20804364912567,1.10087481578326,0.529071849821131
1.83316785827405,-0.7479305619113,0.025577721000043
1.58086844688283,-1.252244857605,-0.241480891007792
1.24753946085182,0.390347074956035,0.0877280616352792
1.66005285259031,-0.325138038405561,0.0795158668542387
1.1252737859036,-0.322898887998958,-0.0161755212051676
-1.7478284667319,-1.11995183599205,-0.225734405233282
-1.93767366930534,0.731697213368766,0.553763080533935
-1.51393078300215,-4.19118212012518,1.00538738527213
-1.29524679524279,-1.69967669057596,1.38988148239962
-1.87587371406544,0.318971217222472,1.40577968487949
-1.20432364442385,0.185972753663439,0.894265605921965
-0.604734642410982,-0.18558762205486,0.771209316986623
-0.657677740002178,-0.659067647905295,0.43766849200837
-3.17503669246236,-0.357173426252573,0.809576865363618
-2.35783629413367,-0.90791620899969,0.682791738025401
-2.35565246666285,-0.308989281466422,0.312274223511631
-2.1212638059321,0.174622549778716,0.604781304082664
-1.60893219880906,-0.864262605738716,0.237737964399221
-1.92758419106524,0.920854189664964,0.87987916598476
-1.57248847862366,0.831206983333744,0.923597656440629
-0.824996493644796,-0.17042649144656,0.893194436130675
-1.09728806391816,0.487521455742809,0.574604584639378
-1.17912700332991,0.536221733969578,0.308804143946462
-0.341134531275901,-0.91949085128733,0.220911612337415
-0.890851202661433,-0.017009961466156,0.511697307499074
-0.616630920617939,0.407586194291597,0.620501366438237
-0.116378973371851,-1.41523532685408,0.0247447855003784
-0.549112432305879,-0.661323021181128,0.802149690657957
-1.05783122646247,-0.735272932418227,0.727478367087541
-2.05585523520734,0.199456192114223,0.440589150466405
-1.48556362099287,0.0175423193422624,0.610496602333147
-2.73324966615786,-1.44682967492849,1.45511116034725
-2.94088875539795,-2.69045335324222,1.49409749075349
-6.16668730663439,0.469843666391802,-0.0595433505522156
-2.85724546109759,-1.08303410983433,1.06519282917162
-2.27030294610091,-1.52837327366453,1.54141814728866
-2.51433352025232,-1.10563283649185,1.20571308284515
-2.44400909883543,-1.07616496332856,0.759997209488279
-3.54479128061713,-1.74019357906863,-0.453533003890166
-4.56388563638111,0.2569278750344,0.0881944550188704
-2.8419303736654,-1.07331889400234,0.853881252147627
-3.04472009565266,-0.738594061334503,0.209869385260609
-3.60123476304774,0.25069769502575,0.139954816718017
-5.15113609938355,0.633286454457414,-0.472422116018426
-4.65210093908722,-0.211939362582342,-0.814581453410451
-4.32369099044639,0.330064094088526,-0.84443747351023
-3.85507162165059,0.944543212343159,-0.211050186823247
-2.96085799161975,-0.36753407785417,-0.0382625765177261
-2.31470384290391,-0.687814296873531,0.0572642309915639
-2.28191920813233,-0.0628735555599893,0.543913376701407
